event_name,category,category_id,description,
Meehrr’s Aromatic Candlemaking Workshop,Hobbies,32,"Have You wondered How Beautiful Scented Candles are made ?..Well, Join Us for this Scent-sational Meehrr’s Candlemaking Workshop where you learn to create your Very own Beautiful Candles while spreading the Joyful Spirit which is unbeatable with these Sparkling n tempting Aromatic Handcrafted Candles which not just make Beautiful gifts for oneself but also for your near n dear ones !!..Meehrr's Candlemaking workshops are all about Taking a unique concept, Wiggling up a few things, Sprinkling a bit of fairy dust, and Adding our own special touches to create Exotic Masterpieces...❤️Spread the Light n Love ❤️..We shall be making these:-..1)Yummylicious Cupcake candle.2)Magical Water Candle.3)Floating Candle.4)Chunks Candle..Date     :- 21st July (Saturday)..Venue   :- Dialogues Cafe ( Koramangala)..Time    :- ‪11.30 am -2pm‬..Workshop fees :- ₹1500/-..All the Raw material is provided....Class size is small so fills up fast. To avoid disappointment register Asap by call or whats app 88009 46279‬ or 9342818593",
Personal Grooming Classes - Makeup,Hobbies,32,"Here is your chance to learn self grooming and apply makeup like a pro..... Limited seats. Hurry...... contact 9590 666 333 for bookings.....About Organizer:.Best Makeup Academy in Bangalore for Bridal Services, Hair and Makeup Training. Visit our website for more details on our services and courses...",
Palette Knife painting -Workshop,Hobbies,32,"Learn the beautiful art of Palette Knife painting with Acrylic.1 Day Workshop to learn the basics of Palette Knife painting. No prior art skill is required. It's a perfect workshop for beginners to start palette knife painting. Take home your beautiful creation...Workshop Includes:: All materials...Canvas(16"" X 20"").Acrylic Paints(Artist quality).Palette Knife.Brushes.Palette.Pencil, Sharpener, Eraser...Children above 10 yrs can join the workshop..Event Link ::.",
Monocrome Watercolour Workshop,Hobbies,32,"Monocrome Watercolour workshop..Let's motivate ourself with some tinge of watercolours over the weekend...Feared paints? Lack confidence in trying something new?.This is the right workshop to choose...Monocrome Watercolour exercises are forgiving while still boosting your confidence & giving you something beautiful...Learn tips & tricks of watercolour art while soothing yourself in the washes...Join us at Commune Coworks for an exhaustive watercolour session...Go Green, Go Pink, Go Blue....Date: 21st July, 2018; Saturday.Time: 11:00am - 1:30pm.Fee: Rs.1000/-.Venue: Commune Coworks, Koramangala..Please confirm your participation by paying in advance..For any queries, contact 9844814482.",
Chocolate Making Workshop - Basic & Advance,Hobbies,32,"Learn to make 40 Different types of Handcrafted chocolates in this session from Basics to Advance...This session teach you the fine art of hand crafting the Chocolate and create your own chocolate varieties and flavors..This session starts starts with teaching..* What is tempering? How to temper the chocolate?.* Varieties & Types of Chocolates.* How to make different filling of your own which you can stuff into the chocolate...You could learn 40 different types of Chocolates(20 practicals) which includes..TRUFFLES:.* Dark Chocolate Truffles.* Chilli Truffles.* Lime/ Orange Truffles.* Coffee/Rum Truffles.& Many more......PREMIUM CHOCOLATES:.* Rum n Resins,.* Swiss Chocolates.* Strawberry/Blueberry Center.& many more..DESIGNER CHOCOLATES.* Designer Chocolates using transfer sheets.* Chocolate cups..LIQUOR CHOCOLATES:.* Rum /Brandy/Vodka Filled..PLAIN & FLAVORED:.* Orange/mint.* Colombian Coffee.* Chilli Chocolate.* Dark/ Milk/ White..SOFT CENTERED:.Peanut Soft Center.Honey Dew.Fruit Center..ALL TIME FAVORITE:.* Dairy Milk.* Kit - Kat.* Marie Magic.* Thin Mint Chocolate.* Butterscotch.* Hazelnut Praline.* Krackle..Filling Chocolate:.* Marzipan.* Fondant.* Peanut Bites.and many more interesting varieties and variations.....To REGISTER for this class whatsapp/SMS your name + Chocolate Making to 9731275549..Venue:923,1st floor ,21st cross,MCECHS layout,Thannisandra.Nearest Land mark: Rashothana Vidya Kendra, Thannisandra Main Road..Time: 10am to 2 pm.Fees: Rs 1500..TO REGISTER SMS YOUR NAME + CHOCOLATE MAKING TO 9731275549..Note:.1. All the materials will be provided.2. Recipe printout will be given.3. Bring a container to take samples",
Cupcake - Make Perfect Beginnings,Hobbies,32,"Come and learn the tips and tricks to a successful bake cupcake every time...In this class, I'll show you how the methods, process and few tips for different cake baking methods, as well as simple decorative touches to give you a showstopper finish...Date: 21/7/18, Time: 10:AM to 1:PM.Location: Domlur..During the class you’ll learn about:..• Steps, process and tips for baking.• Prepare ingredients - Process.• Basic piping on cupcakes.• Troubleshooting tips for home bakers..Location: Domlur.#bangalore Details on the blog..To register for this class, pls call 9379398865, 8861389165",
Ceramic Cone Art on pot,Hobbies,32,"Ceramic cone painting is being a popular now a days. It can be done on pots, canvas, mdf and many things...Date and Time.Date : July 21 | Ahmedabad.Time : 11AM - 2PM..Workshop Details :.In this workshop, cone art will be done on black pot. Workshop includes cone making process, handling of it and how to make painting on pot...Participants can take their master piece...Registration fees : INR 1300 per head (including all the materials)..PRIOR REGISTRATION MANDATORY.",
Healthy Travel Teatime Cake Eggless,Hobbies,32,Healthy Tea Time Cake Eggless.We will cover.?‍?Science behind baking.? Troubleshooting Cake failure and recipes.? Understanding flavors and combination.? Date Walnut Cake.? Mawa Cake.? Whole Wheat ? Loaf.? Whole Wheat ?Raisin Cake.?Red Velvet Cupcake with Cream Cheese Frosting.? Yogurt Cake (? Cake).? Eggless Walnut Brownies and other Variations..Fees- 3000rs.Book your ?.,
Nikon School Photowalk - Ahmedabad,Hobbies,32,"Photography Genres Covered:.Basics of Photography & Landscape Photography.Get acquainted to the practical aspects of outdoor photography;..learn the art behind capturing beautiful shots at the stretch of Kalupur Swami Narayan Temple...Topics covered-.• Fine-tuning exposure control.• Creative use of white-Balance.• Controlling depth-of-field.• Using the focusing modes effectively.• Framing.• Composition..Mentor: Official Nikon Mentor..Reporting Time: 06:30 AM at Kalupur Swami Narayan Temple..Registration Fees :.Nikon User : 200 Rs.Other User : 400 Rs..for registration, log on to....first come first basis registration.on spot registration not available...for more details contact.Ravi D Shah - 99792-15617.Rakesh Mehta - 9825146772",
Fundamentals of Photography Workshop,Hobbies,32,"Details.(Only four seats).Overview:..We recognize your curiosity and interest in cameras and help you capture those creative moments you want to cherish for life. We even hope to ignite a few sparks in young minds that are truly passionate about being behind a camera in the process. Be it Wildlife, Portraits, Nature, Macro, Product, Fashion Photography etc. From Basic to Advanced Photography we will be there to mentor and guide you to learn the techniques of photography...Modules:..Module 1: Introduction and Understanding of Camera.Introduction to Camera.Understanding of Frame, Subject and Angles.Understanding of Auto Modes...Module 2: Techniques to Practice.How to care for your lenses and camera body.Format – JPEG and RAW.Rule of third.How to hold a camera?.Tripod/Right way of balancing yourself.Breathing technique.Experiment.Distractions /Background..Module 3: Natural and Artificial Lights.The right time to take pictures.Low Light Techniques.Artificial Lights (Flash, Torch, Candle etc).Using your Camera Flash...Module 4:.Flash Exposure Compensation.Focal Length.Focus Point/F-Point/Point of Focus.Techniques to enhance Focus point in an Image.ISO and what does it do?.Exposure.White Balance.Exposure Bracketing.Depth of Field.Different types of Metering Modes..Module 5: Manual Modes/Creative Modes.P Mode: Program AE.Aperture Mode (AV).Shutter Speed (TV).The relation between Aperture and Shutter Speed What happens to the performance of the lens at various f/stops?.Manual Mode (M).The relation between Shutter Speed, Exposure, ISO, White Balance and AEB..Module 6: Post Processing Technique.Lightroom and RAW essentials..General Settings.White Balance - Eyedropper option.Tonal Settings.Vibrance and Saturation.Highlights and Shadows.Whites and Blacks.Clarity.Sharpen and Noise Reduction (Bit of masking feature).1.9 Local Adjustments (isolated areas of photographs).Photoshop Essentials..Layers.Levels.Blur - Field and Gaussian.High Pass filter.Saving in sRGB mode - advantages..For Complete Details:....To Register:.Kiran Patthi.9740-471400..",
Goa – Fun All the Way!!! - Mom N Kids,Outdoor,19,"Our next destination for Fun with us is ""Goa"" !!!!!!..We have excusively designed the Itinerary for women with an Experienced Lady Tour Leader..Some Highlights of Our Tour are:.* All Women Tour.* Enjoy on the beaches of Goa.* Lots of Shopping.*Comfertable stay within the Tour.* All Meals (B,L,D).* Experienced Women Tour Leader..#### Book Now ##.@ INR 15,900/- Per Person + 12,900/- Kids( 5 to 11 Yrs)..For Further details contact us @ 9827731127 or.Email us @.moreChild-friendly",
